latitude,longitude,carat,cut,color,clarity,depth,table,price,x_length,y_width,z_depth,cut_encoded,color_encoded,clarity_encoded
41.5066667,-90.515,0.44,Ideal,D,VS1,,56.0,1235,4.85,4.92,3.01,2,0,4
38.8986111,-92.1233333,0.42,Ideal,G,VVS1,,55.0,1235,,4.78,2.97,2,3,6
37.5536111,-77.4605556,0.5,Ideal,G,SI1,,57.0,1237,5.06,5.08,3.13,2,3,2
57.856921,-133.58946,0.41,Ideal,G,VVS2,,55.0,1238,4.77,4.79,2.96,2,3,7
29.6513889,-82.325,0.31,Premium,H,SI2,,59.0,390,4.39,4.45,2.63,3,4,3
51.133333,-0.983333,0.31,Ideal,G,SI2,,55.0,391,4.34,4.37,2.7,2,3,3
40.7933333,-77.8602778,0.29,Very Good,F,VS1,,55.0,504,,,2.68,4,2,4
42.0244444,-71.1291667,0.24,Ideal,H,IF,,54.0,504,3.97,4.0,2.49,2,4,1
38.3397222,-122.7,0.54,Ideal,H,SI1,,56.0,1240,5.28,5.24,3.21,2,4,2
39.3111111,-94.9222222,0.42,Premium,D,VVS2,,59.0,1241,4.76,4.73,2.98,3,0,7
41.325775,-73.659061,0.51,Good,E,SI1,,59.0,1241,5.13,5.06,3.24,1,1,2
38.2541667,-85.7594444,0.53,Good,H,SI1,,55.0,1242,,,3.3,1,4,2
20.8947222,-156.47,0.41,Ideal,H,IF,,55.0,1243,,4.76,2.95,2,4,1
39.6836111,-75.75,0.53,Good,E,SI1,,59.0,1246,5.39,5.37,3.05,1,1,2
39.629619,-106.071294,0.42,Very Good,E,VS1,,57.8,1247,4.8,4.83,3.03,4,1,4
32.2216667,-110.9258333,0.59,Very Good,F,SI2,,59.0,1247,5.53,5.57,3.25,4,2,3
43.0730556,-89.4011111,0.41,Very Good,E,VVS2,,60.0,1249,4.75,4.77,2.93,4,1,7
29.1869444,-82.1402778,0.31,Ideal,D,IF,,56.0,1251,4.39,4.42,2.69,2,0,1
41.6333333,-87.6330556,0.62,Premium,J,VS2,,59.0,1253,5.52,5.42,3.35,3,6,5
51.14869,-0.9872,0.51,Good,D,SI1,,58.0,1255,5.03,5.06,3.23,1,0,2
32.525,-93.75,0.6,Very Good,J,VS2,,59.4,1262,,5.51,3.29,4,6,5
43.2127778,-75.4561111,0.51,Ideal,D,SI2,,56.0,1264,5.1,5.15,3.17,2,0,3
29.7630556,-95.3630556,0.51,Premium,D,SI2,,58.0,1264,5.08,5.12,3.16,3,0,3
38.0466667,-93.7041667,0.43,Ideal,G,VVS1,,55.0,1264,4.85,4.82,3.0,2,3,6
47.5002778,-111.3,0.43,Ideal,D,VS1,,56.0,1264,4.86,4.85,2.99,2,0,4
34.345,-112.1583333,0.53,Good,G,SI1,,56.0,1268,,5.18,3.29,1,3,2
35.2269444,-80.8433333,0.52,Very Good,F,SI2,,61.0,1273,5.28,5.33,3.07,4,2,3
28.5997222,-81.3394444,0.55,Premium,E,SI2,,58.0,1273,5.24,5.2,3.23,3,1,3
53.55,-113.5,0.58,Ideal,G,SI2,,55.0,1276,5.38,5.42,3.32,2,3,3
44.1202778,-69.2405556,0.65,Ideal,J,SI1,,55.0,1276,5.58,5.62,-3.44,2,6,2
42.355253,-87.859864,0.5,Ideal,H,VS2,,54.0,1279,5.11,5.13,3.19,2,4,5
34.0194444,-118.4902778,0.5,Very Good,E,SI1,,59.0,1281,,5.13,3.1,4,1,2
42.4894444,-83.1447222,0.5,Premium,F,SI1,,60.0,1286,,5.08,3.11,3,2,2
33.9533333,-117.3952778,0.52,Very Good,D,SI2,,56.0,1289,5.14,5.17,3.24,4,0,3
35.245,-81.3413889,0.39,Premium,D,VVS2,,58.0,1290,4.66,4.62,2.92,3,0,7
37.3394444,-121.8938889,0.39,Premium,D,VVS2,,57.0,1290,4.69,4.65,2.94,3,0,7
38.1302778,-121.2713889,0.57,Ideal,H,SI1,,55.0,1292,5.31,5.37,3.3,2,4,2
27.7705556,-82.6794444,0.44,Premium,G,VVS1,,59.0,1294,4.96,4.9,3.0,3,3,6
38.5816667,-121.4933333,0.23,Very Good,F,VVS1,,58.0,505,,,2.47,4,2,6
37.9886111,-84.4777778,0.23,Ideal,F,VVS1,,55.0,505,3.94,3.95,2.46,2,2,6
34.1477778,-118.1436111,0.36,Ideal,G,SI2,,54.0,505,,,2.84,2,3,3
36.0997222,-80.2444444,0.41,Premium,D,VVS2,,58.0,1295,4.75,4.79,2.95,3,0,7
37.9747222,-87.5558333,0.41,Very Good,F,VVS1,,56.0,1295,4.78,4.79,2.97,4,2,6
39.1266667,-82.9855556,0.41,Ideal,F,VVS1,,56.0,1295,4.77,4.79,2.96,2,2,6
40.579532,-74.150201,0.59,Ideal,E,SI2,,57.0,1305,,,3.34,2,1,3
51.25,0.75,0.31,Ideal,D,IF,,56.0,1310,4.42,4.39,2.69,2,0,1
34.0194444,-118.4902778,0.51,Good,F,SI1,,56.0,1312,,,3.23,1,2,2
34.2366667,-84.4908333,0.57,Ideal,G,VS2,,56.0,1313,5.4,5.37,3.27,2,3,5
38.6447222,-121.2711111,0.5,Premium,E,SI1,,58.0,1316,5.09,5.15,3.19,3,1,2
37.2708333,-79.9416667,0.4,Premium,D,VVS2,,60.0,1323,,,2.89,3,0,7
33.6188889,-117.9280556,0.5,Premium,F,VS2,,60.0,1323,5.06,5.02,3.11,3,2,5
38.4405556,-122.7133333,0.42,Ideal,D,VVS2,,55.0,1326,4.78,4.81,2.98,2,0,7
39.0875,-81.9227778,0.42,Ideal,D,VVS2,,57.0,1326,4.77,4.8,2.99,2,0,7
25.7738889,-80.1938889,0.31,Very Good,D,IF,,56.0,1331,4.33,4.35,2.69,4,0,1
45.4208333,-122.6694444,0.32,Premium,H,VS2,,58.0,505,4.47,4.5,2.67,3,4,5
26.9294444,-82.0455556,0.4,Ideal,G,IF,,55.0,1333,4.76,4.79,2.93,2,3,1
51.650833,-3.231667,0.4,Premium,G,IF,,58.0,1333,4.73,4.77,2.89,3,3,1
46.6022222,-120.5047222,0.4,Ideal,E,VVS1,,56.0,1333,4.75,4.78,2.93,2,1,6
32.5488889,-92.92,0.5,Very Good,H,VS2,,56.0,1337,5.06,5.11,3.17,4,4,5
42.7958333,-77.8172222,0.5,Ideal,E,SI1,,60.0,1337,,,3.14,2,1,2
37.2936111,-88.9752778,0.57,Very Good,G,SI1,,59.0,1340,,,3.28,4,3,2
61.5813889,-149.4394444,0.51,Ideal,E,SI1,,56.0,1343,5.12,5.15,3.2,2,1,2
43.0480556,-76.1477778,0.57,Very Good,F,SI1,,55.0,1346,,5.37,3.32,4,2,2
44.8175,-73.2897222,0.51,Ideal,F,SI1,,56.0,1346,5.11,5.16,3.18,2,2,2
37.7944444,-93.5777778,0.54,Ideal,G,SI1,,58.0,1350,,,3.24,2,3,2
35.7233333,-79.4625,0.4,Ideal,D,VVS2,,57.0,1353,4.74,4.78,2.9,2,0,7
35.1427778,-120.6402778,0.39,Ideal,G,VVS1,,56.0,1359,4.73,4.77,2.88,2,3,6
38.1961111,-120.6794444,0.53,Good,G,SI1,,56.0,1363,5.18,5.14,3.29,1,3,2
42.983333,-79.25,0.32,Ideal,H,VS2,,57.0,505,,,2.72,2,4,5
21.3069444,-157.8583333,0.3,Premium,J,VS1,,58.0,506,4.31,4.28,2.69,3,6,4
53.8,-1.583333,0.3,Premium,J,VS1,,58.0,506,4.3,4.26,2.67,3,6,4
35.9938889,-78.8988889,0.46,Premium,F,VS1,,58.0,1367,4.97,5.02,3.02,3,2,4
44.6366667,-123.1047222,0.41,Very Good,E,VVS1,,59.0,1367,,4.76,2.98,4,1,6
30.56,-91.9538889,0.61,Ideal,E,SI2,,54.0,1368,5.46,5.48,3.39,2,1,3
41.0813889,-81.5191667,0.55,Very Good,D,SI2,,56.0,1368,5.24,5.21,3.31,4,0,3
40.5575,-74.285,0.42,Ideal,E,VVS1,,56.0,1369,4.91,4.88,2.92,2,1,6
35.1494444,-90.0488889,0.55,Very Good,F,SI1,,59.0,1370,5.29,5.35,3.22,4,2,2
41.5336111,-84.9127778,0.51,Ideal,H,VS2,,56.0,1375,,,3.17,2,4,5
39.0347222,-87.1658333,0.53,Ideal,G,SI1,,56.0,1377,5.22,5.29,3.22,2,3,2
41.0813889,-81.5191667,0.51,Very Good,D,SI1,,58.0,1380,5.19,5.24,3.13,4,0,2
29.3872222,-82.4469444,0.58,Good,G,SI1,,56.0,1388,,5.33,3.36,1,3,2
26.2375,-80.125,0.42,Very Good,F,VVS1,,58.0,1391,,,2.97,4,2,6
40.1672222,-105.1013889,0.73,Premium,G,I1,,58.0,1395,,,3.61,3,3,0
39.655556,-79.787778,0.4,Premium,E,VVS1,,59.0,1397,4.74,4.68,2.89,3,1,6
28.5380556,-81.3794444,0.6,Very Good,G,SI1,,58.0,1399,5.34,5.31,3.37,4,3,2
33.9488889,-118.4447222,0.3,Ideal,I,SI1,,56.0,506,,,2.65,2,5,2
41.3411111,-75.3902778,0.5,Good,D,VS2,,61.0,1402,4.98,5.01,3.2,1,0,5
39.7683333,-86.1580556,0.55,Ideal,H,VS2,,54.0,1402,5.28,5.3,3.27,2,4,5
53.888996,-2.633778,0.48,Good,F,VS1,,60.9,1402,5.09,5.15,3.02,1,2,4
42.5802778,-83.0302778,0.5,Very Good,H,VS2,,55.0,1411,5.12,5.16,3.15,4,4,5
33.8536111,-118.1330556,0.53,Ideal,D,SI2,,56.0,1412,,5.22,3.21,2,0,3
39.550051,-105.782067,0.41,Premium,D,VVS1,,58.0,1413,,4.71,2.95,3,0,6
32.7833333,-96.8,0.53,Very Good,E,SI1,,59.0,1415,5.27,5.29,3.15,4,1,2
42.3508333,-73.8033333,0.5,Premium,I,VVS1,,62.0,1415,5.25,5.19,3.04,3,5,6
38.3363889,-75.0852778,0.53,Ideal,E,SI1,,56.0,1415,5.21,5.24,3.21,2,1,2
35.7477778,-95.3694444,0.5,Premium,E,SI1,,61.0,1415,,5.09,3.1,3,1,2
34.5644444,-92.5866667,0.5,Premium,E,SI1,,58.0,1415,,5.04,3.19,3,1,2
47.5405556,-122.635,0.61,Ideal,H,SI1,,54.0,1416,,,3.38,2,4,2
29.6513889,-82.325,0.53,Ideal,H,VS2,,55.4,1417,5.19,5.24,3.2,2,4,5
32.5419444,-97.3205556,0.5,Premium,E,VS2,,61.0,1420,5.23,5.17,3.02,3,1,5
27.4986111,-82.575,0.7,Fair,G,SI2,,60.0,1420,,5.35,3.72,0,3,3
40.2455556,-74.8463889,0.38,Very Good,E,IF,,57.0,1421,,4.84,2.86,4,1,1
35.1483333,-81.8611111,0.54,Ideal,E,SI1,,56.0,1422,,5.25,3.21,2,1,2
33.8158333,-78.6802778,0.59,Ideal,D,SI2,,57.0,1425,,5.48,3.25,2,0,3
32.3122222,-106.7777778,0.51,Ideal,H,VS2,,60.0,1428,5.19,5.14,3.1,2,4,5
33.7283333,-117.1455556,0.53,Premium,H,VS2,,59.0,1428,5.31,5.27,3.14,3,4,5
38.547133,-122.81638,0.58,Fair,G,VS2,,56.0,1430,5.23,5.17,3.38,0,3,5
-21.15345,149.165543,0.41,Ideal,G,IF,,56.0,1431,,4.77,2.95,2,3,1
26.525,-80.0666667,0.41,Ideal,E,VVS1,,55.0,1431,,4.76,2.93,2,1,6
30.6325,-97.6769444,0.38,Ideal,E,IF,,55.0,1433,4.61,4.67,2.91,2,1,1
33.7091667,-117.9527778,0.43,Premium,G,IF,,59.0,1433,4.88,4.94,2.99,3,3,1
55.3422222,-131.6461111,0.43,Premium,G,IF,,59.0,1433,,,2.96,3,3,1
47.0380556,-122.8994444,0.5,Premium,F,VS2,,59.0,1433,5.13,5.03,3.08,3,2,5
33.4483333,-112.0733333,0.5,Good,F,VS2,,64.0,1433,,5.16,3.05,1,2,5
34.134574,-117.557922,0.71,Fair,J,VS2,,54.0,1435,5.63,5.53,3.62,0,6,5
45.5872222,-122.3983333,0.5,Very Good,D,SI1,,61.0,1436,5.08,5.11,3.11,4,0,2
38.7744444,-75.1397222,0.5,Premium,F,VS2,,58.0,1436,5.02,5.06,3.14,3,2,5
41.8338889,-75.8775,0.5,Good,D,SI1,,58.0,1436,5.05,5.08,3.22,1,0,2
32.9477778,-112.7161111,0.5,Very Good,F,VS2,,56.0,1436,5.05,5.07,3.18,4,2,5
-38.685692,176.07021,0.51,Ideal,I,VS2,,56.0,1437,5.16,5.18,3.16,2,5,5
37.203889,-81.98,0.51,Ideal,H,VS1,,56.0,1438,5.11,5.16,3.14,2,4,4
40.827045,-73.975694,0.58,Very Good,F,SI1,,57.0,1440,5.32,5.36,3.32,4,2,2
26.073412,-97.208584,0.56,Very Good,E,SI1,,57.0,1440,5.36,5.4,3.24,4,1,2
33.4222222,-111.8219444,0.54,Very Good,E,SI1,,57.0,1440,5.15,5.2,3.27,4,1,2
31.8294444,-86.6177778,0.56,Premium,G,SI1,,59.0,1441,5.36,5.34,3.22,3,3,2
41.85,-87.65,0.51,Ideal,E,SI1,,55.0,1443,5.14,5.12,3.18,2,1,2
43.15,-79.5,0.46,Ideal,H,IF,,55.0,1450,4.94,4.99,3.09,2,4,1
33.6588889,-79.5136111,0.52,Ideal,I,VVS1,,56.0,1454,5.24,5.27,3.16,2,5,6
33.5422222,-117.7822222,0.31,Ideal,G,VS2,,54.0,511,4.34,4.36,2.7,2,3,5
40.015,-105.27,0.3,Ideal,H,SI1,,54.0,514,4.31,4.34,2.68,2,4,2
25.0861111,-80.4475,0.3,Good,D,SI1,,56.0,515,4.24,4.28,2.69,1,0,2
36.175,-115.1363889,0.31,Ideal,F,SI1,,56.0,516,4.32,4.35,2.7,2,2,2
39.7391667,-104.9841667,0.27,Very Good,F,VS2,,57.0,518,,4.18,2.57,4,2,5
37.9736111,-122.53,0.28,Very Good,H,VS2,,60.0,394,,,2.55,4,4,5
38.5816667,-121.4933333,0.21,Premium,E,SI2,,56.0,394,3.84,3.82,2.37,3,1,3
35.6225,-117.67,0.3,Premium,J,VS1,,58.0,394,4.28,4.31,2.69,3,6,4
33.9488889,-118.4447222,0.51,Premium,G,VS2,,57.0,1546,,,3.19,3,3,5
42.44,-85.6488889,0.51,Ideal,G,VS2,,57.0,1546,5.12,5.05,3.19,2,3,5
40.7141667,-74.0063889,0.51,Premium,E,SI1,,57.0,1546,5.24,5.19,3.17,3,1,2
50.396389,-4.138611,0.51,Ideal,E,SI1,,55.0,1546,,5.09,3.18,2,1,2
33.5602778,-81.7197222,0.42,Ideal,D,VVS1,,55.0,1547,,4.85,2.99,2,0,6
36.1658333,-86.7844444,0.45,Ideal,G,IF,,55.0,1548,,4.96,3.05,2,3,1
46.5705556,-123.2961111,0.53,Ideal,G,SI1,,55.0,1549,5.24,5.26,3.21,2,3,2
40.3013889,-79.5391667,0.55,Ideal,G,VS2,,56.0,1556,,5.23,3.27,2,3,5
54.316667,-130.333333,0.5,Premium,E,VS2,,58.0,1559,,5.09,3.15,3,1,5
35.9925,-94.5677778,0.46,Ideal,G,IF,,57.0,1560,,,3.04,2,3,1
33.7513889,-84.7477778,0.57,Good,D,SI1,,61.0,1561,,,3.18,1,0,2
39.492824,-74.559688,0.51,Ideal,H,VS2,,56.0,1563,,,3.18,2,4,5
35.1980556,-111.6505556,0.54,Ideal,F,VS2,,55.0,1563,,5.32,3.28,2,2,5
43.8844444,-91.235,0.53,Ideal,D,SI1,,57.0,1566,5.19,5.23,3.23,2,0,2
38.5816667,-121.4933333,0.53,Premium,D,SI1,,58.0,1566,,5.23,3.2,3,0,2
39.4727778,-76.5233333,0.56,Ideal,D,SI2,,58.0,1568,5.42,5.38,3.24,2,0,3
34.080371,-117.74079,0.51,Ideal,D,SI1,,57.0,1569,5.09,5.13,3.19,2,0,2
34.5438889,-85.3105556,0.51,Very Good,F,VS2,,57.0,1569,5.09,5.11,3.21,4,2,5
37.6922222,-97.3372222,0.58,Ideal,F,SI1,,55.0,1569,5.39,5.41,3.29,2,2,2
33.3288889,-92.5383333,0.55,Ideal,D,SI1,,56.0,1571,5.21,5.25,3.25,2,0,2
26.5625,-81.9497222,0.5,Ideal,D,VS1,,57.0,1571,,,3.17,2,0,4
45.4944444,-122.8658333,0.46,Very Good,H,VVS1,,56.0,1572,4.96,4.98,3.07,4,4,6
28.6802778,-81.5097222,0.59,Premium,H,VS2,,56.0,1572,5.46,5.41,3.3,3,4,5
47.783333,-59.233333,0.52,Ideal,E,VS2,,57.0,1576,5.1,5.17,3.17,2,1,5
43.61887,-80.144189,0.52,Ideal,E,VS2,,56.0,1576,,,3.19,2,1,5
52.983293,4.785631,0.51,Very Good,E,VS2,,59.0,1577,4.99,5.07,3.2,4,1,5
40.7141667,-74.0063889,0.56,Ideal,D,SI1,,57.0,1578,5.24,5.26,3.27,2,0,2
53.8,-1.583333,0.62,Premium,E,SI2,,59.0,1579,5.51,5.46,3.35,3,1,3
40.5186111,-78.395,0.33,Premium,H,SI2,,57.0,520,4.49,4.43,2.73,3,4,3
34.469611,-77.47191,0.31,Premium,I,VS2,,59.0,521,4.42,4.38,2.61,3,5,5
35.8233333,-78.8258333,0.33,Ideal,H,VS2,,55.0,521,,4.47,2.73,2,4,5
34.0230556,-84.3616667,0.56,Ideal,G,VS2,,56.0,1580,5.3,5.34,3.28,2,3,5
47.5675,-122.6313889,0.56,Very Good,G,VS2,,58.0,1580,5.34,5.36,3.26,4,3,5
36.4194444,-82.3041667,0.41,Ideal,D,VVS1,,56.0,1582,,4.78,2.98,2,0,6
27.3361111,-82.5308333,0.41,Ideal,D,VVS1,,57.0,1582,4.77,4.73,2.96,2,0,6
40.0116667,-89.8480556,0.51,Very Good,E,VS1,,60.0,1583,5.28,5.32,3.08,4,1,4
32.076745,-111.313715,0.4,Ideal,F,IF,,57.0,1583,,,2.94,2,2,1
34.4988889,-82.0144444,0.46,Ideal,E,VVS1,,57.0,1586,4.89,4.98,3.09,2,1,6
39.9080556,-85.9227778,0.52,Very Good,F,VS2,,56.0,1591,5.21,5.24,3.19,4,2,5
30.2263889,-93.2172222,0.52,Ideal,G,VS2,,57.0,1595,,5.21,3.16,2,3,5
20.934722,-156.679444,0.54,Good,E,SI1,,56.0,1600,5.22,5.26,3.23,1,1,2
54.911944,-1.383333,0.52,Premium,D,SI1,,58.0,1600,5.16,5.19,3.18,3,0,2
30.4505556,-91.1544444,0.58,Ideal,H,VS2,,58.0,1600,5.3,5.34,3.32,2,4,5
43.2377778,-94.7511111,0.5,Ideal,F,VS1,,58.0,1601,,,3.13,2,2,4
47.5675,-122.6313889,0.53,Very Good,G,VS1,,57.0,1607,5.19,5.22,3.22,4,3,4
38.9516667,-92.3338889,0.53,Ideal,E,VS2,,55.0,1607,5.17,5.21,3.22,2,1,5
47.9791667,-122.2008333,0.53,Premium,G,VS2,,56.0,1607,5.19,5.18,3.24,3,3,5
37.9736111,-122.53,0.53,Ideal,E,SI1,,55.0,1607,,,3.22,2,1,2
31.968599,-99.901813,0.57,Very Good,G,VS2,,57.0,1608,,,3.28,4,3,5
33.854335,-112.125137,0.57,Premium,G,VS2,,59.0,1608,5.37,5.41,3.22,3,3,5
33.7669444,-118.1883333,0.57,Very Good,G,VS2,,57.0,1608,5.23,5.28,3.3,4,3,5
-22.929265,-46.275302,0.35,Good,G,SI1,,54.0,522,,,2.85,1,3,2
34.8666667,-92.4041667,0.73,Good,I,SI2,,57.0,1610,5.76,5.67,3.63,1,5,3
33.78,-118.2616667,0.5,Ideal,E,VS2,,55.0,1614,,,3.15,2,1,5
29.2855556,-81.0561111,0.62,Ideal,I,VVS2,,57.0,1615,5.47,5.5,3.44,2,5,7
45.5236111,-122.675,0.62,Ideal,H,VS2,,54.0,1616,5.51,5.6,3.4,2,4,5
33.3527778,-111.7883333,0.59,Very Good,G,VS2,,59.0,1618,5.32,5.41,3.3,4,3,5
33.317842,-117.320512,0.53,Ideal,F,VS2,,55.0,1621,,,3.23,2,2,5
39.917863,-83.059653,0.55,Ideal,E,SI1,,57.0,1621,5.36,5.38,3.22,2,1,2
47.6063889,-122.3308333,0.42,Ideal,D,VVS1,,56.0,1621,4.82,4.79,2.96,2,0,6
44.0463889,-123.0208333,0.5,Very Good,E,VS2,,59.0,1624,5.09,5.13,3.14,4,1,5
37.9513889,-91.7711111,0.5,Very Good,G,VS1,,60.0,1624,,5.17,3.06,4,3,4
44.765,-69.7197222,0.52,Ideal,F,VS2,,56.0,1625,5.19,5.23,3.18,2,2,5
35.3255556,-112.8766667,0.58,Ideal,I,VS2,,55.0,1626,,,3.32,2,5,5
51.083333,-114.083333,0.5,Premium,G,VS1,,62.0,1629,5.1,5.08,3.09,3,3,4
34.1952778,-82.1619444,0.5,Ideal,E,VS2,,54.0,1629,,5.1,3.22,2,1,5
27.8394444,-82.7913889,0.5,Premium,E,VS2,,58.0,1629,,5.07,3.12,3,1,5
40.2794444,-86.5108333,0.5,Very Good,E,VS2,,58.0,1629,,5.04,3.2,4,1,5
40.6725,-74.7477778,0.53,Premium,D,SI1,,58.0,1631,5.24,5.29,3.16,3,0,2
35.9197222,-88.7588889,0.51,Ideal,G,VS1,,57.0,1632,5.16,5.21,3.13,2,3,4
39.5213889,-85.7769444,0.51,Ideal,F,SI1,,57.0,1633,5.15,5.18,3.14,2,2,2
45.7544444,-122.8763889,0.51,Ideal,G,VS1,,55.0,1634,5.15,5.19,3.16,2,3,4
43.9180556,-123.0233333,0.58,Ideal,G,VS2,,56.0,1636,5.34,5.38,3.32,2,3,5
51.75,-1.25,0.31,Ideal,G,SI2,,56.0,523,,,2.69,2,3,3
25.0861111,-80.4475,0.57,Ideal,F,VS2,,55.0,1637,,5.35,3.31,2,2,5
32.4608333,-84.9877778,0.52,Ideal,E,VS2,,57.0,1644,5.19,5.21,3.17,2,1,5
36.1988889,-115.1166667,0.5,Good,G,VS1,,63.0,1645,5.12,5.15,3.07,1,3,4
38.6786111,-121.2247222,0.53,Very Good,E,VS2,,60.0,1647,,5.26,3.12,4,1,5
44.383333,-79.7,0.71,Good,I,SI1,,63.0,1651,5.61,5.64,3.58,1,5,2
40.015,-105.27,0.5,Premium,F,VS2,,60.0,1654,5.08,5.05,3.16,3,2,5
39.0436111,-77.4877778,0.5,Premium,F,VS2,,58.0,1654,5.1,5.07,3.14,3,2,5
36.8525,-121.4005556,0.5,Ideal,D,SI1,,56.0,1654,5.14,5.12,3.12,2,0,2
44.0522222,-123.0855556,0.53,Premium,E,SI1,,56.0,1654,5.22,5.16,3.23,3,1,2
41.6744444,-72.8586111,0.53,Very Good,G,VS1,,58.0,1655,5.24,5.31,3.15,4,3,4
27.9455556,-82.2580556,0.51,Very Good,E,VS2,,60.0,1656,,5.16,3.15,4,1,5
61.2180556,-149.9002778,0.51,Ideal,G,VS1,,54.0,1656,5.08,5.1,3.19,2,3,4
39.9625,-76.7280556,0.51,Ideal,E,VS2,,57.0,1656,5.15,5.18,3.12,2,1,5
43.2488889,-70.5997222,0.51,Premium,G,VS1,,58.0,1656,5.09,5.11,3.19,3,3,4
36.8527778,-75.9783333,0.5,Fair,G,VVS2,,62.0,1659,4.92,4.88,3.24,0,3,7
41.6252778,-72.3436111,0.54,Ideal,D,SI1,,57.0,1662,5.19,5.23,3.25,2,0,2
34.74,-97.2219444,0.54,Ideal,F,VS2,,56.0,1662,,5.2,3.23,2,2,5
27.8316667,-81.5225,0.54,Very Good,D,SI1,,58.0,1662,,5.23,3.24,4,0,2
44.192768,-78.057677,0.51,Premium,E,VS2,,61.0,1662,,5.16,3.06,3,1,5
41.8661111,-88.1069444,0.51,Ideal,E,VS2,,57.0,1662,,,3.2,2,1,5
-37.813938,144.963425,0.72,Good,J,SI1,,64.0,1663,5.83,5.75,3.48,1,6,2
46.083484,6.676266,0.5,Good,G,VVS2,,56.0,1666,,5.06,3.23,1,3,7
40.6366667,-74.9102778,0.55,Ideal,H,VVS2,,55.0,1668,,,3.27,2,4,7
41.8005556,-73.1216667,0.57,Ideal,E,SI1,,55.0,1670,5.39,5.41,3.28,2,1,2
41.611143,-86.722719,0.5,Very Good,E,VS1,,56.0,1675,5.09,5.12,3.2,4,1,4
33.2,-117.2416667,0.5,Premium,E,VS2,,58.0,1676,,,3.15,3,1,5
32.325,-92.2219444,0.53,Ideal,H,VS1,,55.0,1678,5.2,5.22,3.21,2,4,4
44.6705556,-70.1516667,0.5,Ideal,E,VS1,,58.0,1678,5.04,5.06,3.15,2,1,4
42.3369444,-83.2733333,0.6,Very Good,H,VS1,,60.0,1679,,,3.29,4,4,4
34.0336111,-117.0422222,0.53,Ideal,F,VS2,,55.0,1683,,,3.23,2,2,5
37.339386,-121.894955,0.52,Ideal,E,VS2,,56.0,1689,5.11,5.15,3.19,2,1,5
26.7052778,-80.0366667,0.71,Fair,G,SI2,,56.0,1691,5.54,5.49,3.63,0,3,3
37.3022222,-120.4819444,0.32,Good,E,SI1,,55.0,524,,4.36,2.75,1,1,2
37.865101,-119.538329,0.25,Very Good,G,VVS1,,54.0,525,,,2.54,4,3,6
42.316667,69.595833,0.25,Very Good,G,VVS1,,55.0,525,,4.14,2.5,4,3,6
29.7630556,-95.3630556,0.25,Ideal,H,VVS1,,56.0,525,4.1,4.11,2.47,2,4,6
43.0388889,-87.9063889,0.59,Ideal,D,SI1,,56.0,1694,5.38,5.43,3.31,2,0,2
41.85,-87.65,0.52,Ideal,H,VVS1,,55.0,1695,5.11,5.15,3.2,2,4,6
34.1722222,-118.3780556,0.58,Ideal,E,VS2,,59.0,1698,5.36,5.44,3.29,2,1,5
44.7702778,-90.5991667,0.56,Ideal,G,VS2,,56.0,1698,5.34,5.3,3.28,2,3,5
32.3130556,-97.0113889,0.55,Premium,D,SI1,,59.0,1698,5.25,5.22,3.28,3,0,2
42.1486111,-72.6083333,0.5,Premium,E,VS2,,60.0,1699,,5.09,3.09,3,1,5
33.5205556,-86.8025,0.58,Ideal,F,VS2,,57.0,1706,5.43,5.48,3.28,2,2,5
41.823995,-90.538966,0.54,Very Good,I,IF,,61.0,1708,5.29,5.35,3.13,4,5,1
46.183333,-62.883333,0.64,Ideal,J,VVS2,,57.0,1709,5.48,5.51,3.43,2,6,7
32.2216667,-110.9258333,0.54,Ideal,H,VS1,,56.0,1709,5.21,5.25,3.23,2,4,4
40.7608333,-111.8902778,0.5,Very Good,G,VVS2,,61.0,1715,,5.09,3.16,4,3,7
39.3330556,-82.9825,0.5,Very Good,G,VVS2,,62.0,1715,5.07,5.14,3.09,4,3,7
32.4527778,-112.8427778,0.57,Ideal,D,VS2,,57.0,1718,,,3.26,2,0,5
40.063151,-76.7183,0.58,Ideal,G,VS2,,55.0,1719,5.42,5.45,3.3,2,3,5
42.5916667,-88.4333333,0.53,Premium,E,VS2,,60.0,1721,,5.22,3.16,3,1,5
41.6005556,-93.6088889,0.52,Ideal,G,VS1,,56.0,1722,,,3.2,2,3,4
39.0991667,-76.8486111,0.56,Premium,D,SI1,,60.0,1723,,,3.22,3,0,2
43.3855556,-84.8355556,0.3,Very Good,G,VS2,,60.0,526,4.3,4.34,2.62,4,3,5
33.7475,-116.9711111,0.3,Ideal,H,VS1,,54.0,526,4.32,4.35,2.69,2,4,4
39.134667,-121.171039,0.53,Ideal,F,VS2,,55.0,1723,5.22,5.25,3.21,2,2,5
42.4927778,-92.3427778,0.54,Ideal,G,VS1,,56.0,1724,5.21,5.26,3.24,2,3,4
39.74,-75.068333,0.7,Premium,I,SI2,,60.0,1724,,,3.5,3,5,3
40.1219444,-75.2169444,0.61,Very Good,E,SI1,,60.0,1726,,,3.37,4,1,2
36.8527778,-75.9783333,0.5,Ideal,F,VS1,,56.0,1731,5.14,5.15,3.14,2,2,4
39.9611111,-82.9988889,0.64,Ideal,G,SI1,,55.0,1737,5.55,5.59,3.43,2,3,2
